nr_isbn13,nr_egzemplarza,tytul,nr_edycji,autor,rok_wydania,czy_dostepne_online,liczba_stron,id_kategorii,id_filii
978-0-480-28914-0,3,Zmęczony znany figura zabawa grać,,Anita Klaus,1978,True,104,35,4
978-1-69770-357-3,1,Partia różny historia katastrofa,,Błażej Rosołek,1980,True,303,44,9
978-0-89130-642-9,1,Słownik nauczyciel górny,1,Apolonia Makieła,1952,False,806,50,2
978-0-445-80908-6,2,Przyjść złoty potrawa zrobić dać się przyprawa,3,Anita Łabuś,1950,False,202,30,3
978-0-9772005-2-8,1,Częściowo lew dzięki 1,5,Tomasz Palica,2015,True,599,34,5
978-0-578-01027-4,1,Dokładnie piętnaście zupa,3,Aleks Polewka,1999,True,661,11,5
978-0-939162-38-3,3,Sportowy ? okolica charakter przeszłość,1,pani Kalina Aleksander,2008,True,836,18,8
978-0-89969-555-6,3,Japoński płaszcz niszczyć fragment Afganistan należy jesień mózg doświadczenie w czasie,,Stefan Smolorz,2009,True,475,34,9
978-1-207-35209-3,2,Ofiara substancja oficjalny ludowy twój żółty robić,3,Cyprian Kowara,1977,True,156,47,9
978-0-8115-6794-7,2,Wodny całkowity koszula,,pan Tadeusz Lepak,2007,True,149,48,9
978-0-541-71750-6,3,Martwy trwać zatrzymać 4 uśmiech,4,Oliwier Chachuła,1963,False,888,22,1
978-1-67139-326-4,3,Wieczór grudzień układ okresowy myśl umrzeć bułgarski rola głównie,3,pani Olga Siemek,2010,True,572,32,6
978-0-551-38993-9,1,Przykład pisanie wstyd,1,Tadeusz Kiełbus,1960,True,,42,3
978-1-7361712-4-0,2,Życie dziki późno,1,pani Lidia Zasępa,1955,True,428,11,3
978-0-18-689330-6,1,Strach park hiszpański park,1,Emil Chachaj,2011,False,445,26,10
978-0-387-01824-9,1,Gotować chleb ich studia wolno,,Mikołaj Madziar,1988,False,769,24,9
978-0-608-25128-8,3,Zajmować Się powstać mur,1,Ewelina Dułak,1970,False,284,15,10
978-1-71529-929-3,2,Tłumaczyć niewielki,4,Konstanty Szambelan,1983,True,725,3,5
978-1-375-32700-8,2,Futro powszechny Austria kupić mało,1,Róża Skwira,1966,True,986,28,10
978-0-03-672722-5,3,Robota zespół ulica królewski bok pełnić,1,Ryszard Dzienniak,1989,False,812,21,2
978-1-364-33062-0,3,Telefon kanał,2,Oskar Cyroń,1985,True,547,31,4
978-1-67191-017-1,1,Wyrób pokonać zbyt grupa chociaż śnieg,3,Hubert Młyńczak,1993,True,311,15,10
978-0-484-08853-4,3,Aby szklanka zajmować się pokazywać córka polować biedny,2,Stanisław Madera,2015,True,677,44,3
978-1-74919-010-8,2,Czekolada brzeg ręka jechać przeznaczyć pierś masa strach,5,Roksana Słaba,1964,True,229,8,6
978-0-525-31797-5,2,Nagle dorosły stawać się Morze Śródziemne dzisiejszy dzisiejszy ciotka 900,5,pani Sandra Iciek,1959,False,,45,6
978-1-5041-8342-0,3,Gwałtowny pokój palić dać się zwłaszcza,3,Błażej Breś,1973,False,963,44,2
978-0-631-15375-7,3,Przygotowywać świadczyć kąt,,Agnieszka Tokaj,2024,True,716,19,10
978-1-150-70563-2,2,Drapieżny wrzesień związek chrześcijaństwo ciepły bogini,1,pan Damian Kołton,1962,True,,47,5
978-1-968580-45-2,1,Jakiś,,Sebastian Maćczak,1976,False,713,10,5
978-0-05-473089-4,3,Dziadek gospodarka strefa nagle dziwny zamknąć gość 10,5,Sandra Monkiewicz,2022,False,567,29,3
978-0-475-44917-7,1,Francja Słońce mieszkać sztuka milion przeciw współczesny zachodni,5,Malwina Rychert,2019,False,439,41,7
978-0-937530-93-1,3,Kościelny pomóc góra mistrz lato analiza,1,Lidia Witas,1981,False,132,36,9
978-1-64840-609-6,1,Dalej znowu sprzedawać odbywać się umieścić,3,Cyprian Wika,1962,True,364,28,2
978-0-394-94319-0,1,Ile odpowiadać składać się 7 kawałek użycie głównie,,Wiktor Głowiak,2009,True,,33,4
978-0-493-53529-6,1,Dom jedynie,5,Rafał Drewicz,1989,True,,22,8
978-1-102-91063-3,3,Artysta hotel zero,,Wiktor Drozdowicz,1986,False,279,5,2
978-1-245-56924-8,1,Właściciel 20 właściciel przyprawa spaść klient,4,pani Sandra Tworzydło,1996,False,219,21,9
978-1-5051-1826-1,2,Kontakt dorosły Belgia posiłek zwierzę,,pan Artur Zacharek,2021,True,954,21,1
978-1-939819-23-9,1,Użycie przyjmować tył wreszcie morze dziwny godny bieda gotowy,5,pani Olga Kohut,2021,False,924,9,2
978-1-364-43767-1,2,Rosyjski istnieć wyścig powiedzieć,1,pan Emil Muzyk,2000,True,976,36,2
978-1-266-40071-1,1,Pływać wysokość właściwy wystawa palec operacja wprowadzać,3,Alex Synak,1983,True,693,14,10
978-0-9785448-4-3,3,Kościół sylaba jajo powolny parlament przeciwko nasiono,4,Bruno Jonak,1986,False,869,24,1
978-1-72325-723-0,2,Wielki jednak wtorek wspólnota jedyny angielski,3,Marek Połetek,1963,False,830,36,6
978-1-64501-718-9,2,Róg Wielka Brytania oddział tani opłata,5,Tola Sośniak,2011,True,,32,2
978-0-573-04649-0,1,Osiem krowa mocno zakład szary,2,Mariusz Gieroń,1957,True,827,25,1
978-1-61246-617-0,1,Cukier dźwięk łąka literatura 0 sieć waluta,,Anastazja Gryta,1951,True,893,36,7
978-1-81875-196-4,1,Rejon nastrój październik oczywiście tylko obiad,,Urszula Graboś,1977,True,137,33,7
978-0-415-44787-4,3,Tylko handlowy co szacunek opowiadać spowodować,,Blanka Doktór,1995,False,568,33,2
978-1-9755-3330-4,1,Ocean zajmować nowy szyja wobec skończyć,2,Maciej Sędek,1990,True,959,25,4
978-1-59785-973-8,2,Plecy chyba Boże Narodzenie wynosić,1,Olgierd Talaśka,1973,False,945,29,3
978-0-327-88778-2,2,Wiara wieża telefon kot październik nadmierny,1,Cyprian Maszkiewicz,1980,False,,29,7
978-0-633-43540-0,3,Wytwarzać tradycja blisko mecz Ziemia do łatwy gdzieś,5,pani Anita Zieja,1964,False,545,37,8
978-0-19-149901-2,2,Intensywny dopiero szkodliwy żart pająk mózg owca,,Stanisław Saternus,1950,True,728,47,3
978-0-678-70168-3,3,Podróż ośrodek dany związany wycieczka siła min zwykły,3,Krzysztof Golus,1972,True,588,5,1
978-1-5347-2723-6,1,Chłop odcinek ona źródło że Białoruś ludzie,5,Arkadiusz Swatek,1978,True,269,22,7
978-1-197-84571-1,3,Pojechać sztuczny filmowy,5,pani Roksana Boruń,1977,True,959,21,9
978-1-76339-515-2,2,Móc pociąg wyspa 1,2,Ksawery Micał,1976,False,586,16,10
978-0-672-07588-9,1,Ważny dotyczyć,1,Michał Kuza,1997,False,515,2,4
978-0-01-878064-4,1,Obowiązek uważać polować jaki rozpocząć ilość rzeczownik lekarz,2,Jacek Stawczyk,1987,False,534,4,2
978-1-06-579941-2,2,Węgry zwykły,,pan Wiktor Wisła,1957,True,368,38,10
978-1-375-23533-4,3,Wolno ostatni szczególny,4,Fryderyk Wojak,1963,False,668,10,4
978-1-140-47010-6,3,Wiatr policjant kwiecień teatr,5,Kacper Wons,1967,True,643,10,7
978-0-9574022-4-9,2,Figura powodować,,Marek Zielke,1974,True,266,44,1
978-0-8367-9911-8,1,Letni głupiec bóg,,Fabian Bartela,1998,False,665,9,3
978-0-296-27841-3,2,Kolejny widoczny napój dziewiąty lecieć,,Tadeusz Lelito,1969,False,891,1,8
978-1-5455-9482-7,1,Dno gwiazdozbiór,5,Sylwia Tylka,2025,True,754,10,1
978-1-5033-8624-2,3,Rzeczownik Słońce termin akcja miara,,Mieszko Zielke,1998,False,143,4,8
978-0-241-96172-8,3,Sklep często te tytuł zdarzenie lecz,2,Kazimierz Baster,1961,False,466,23,10
978-0-329-42434-3,3,Kiedyś możliwość Belgia,5,pani Marcelina Zapaśnik,1979,True,,18,9
978-0-403-29206-6,2,Chory 9 przerwa zapis Polska dodać krew,,pan Antoni Furgała,1984,True,618,25,4
978-1-293-27163-6,3,Sam kapelusz pierwszy system,,Błażej Dziwak,1973,True,205,39,6
978-0-258-20878-6,1,Piętnaście przejść strona wspaniały,4,Anna Maria Pachowicz,2009,False,800,43,8
978-1-5389-5053-1,3,Pracownik one klimat zdrowy wyrażać odległość,5,Justyna Burkiewicz,1977,False,533,27,4
978-0-88808-368-5,2,Fabryka sen hotel praktyka różny żeby dobrze,,pan Franciszek Tomaszuk,1960,True,871,37,6
978-0-02-012301-9,1,Wiatr dodawać odpowiedni ostry szkolny,,pani Julita Lepak,1969,False,118,2,7
978-0-08-932814-1,3,Herb rola,5,Nicole Szlachcic,2004,True,767,26,5
978-0-601-66960-8,3,Gospodarczy kaczka wspólnota kwiecień jedynie,,Fabian Smolka,1962,True,108,9,4
978-1-55669-574-2,2,Siódmy przy sok siódmy połączyć leżeć,1,Tymoteusz Rysz,1976,False,615,2,10
978-1-81629-896-6,1,Mapa mur 7 zdjęcie język ziemski,,Ada Ostafin,1960,True,861,40,6
978-0-550-12910-9,1,Przygotować wyścig babka kult,1,Justyna Paździora,2021,False,537,36,5
978-0-262-01360-4,3,Służba wyrażenie zielony przeznaczyć odważny istota,,pani Anna Maria Tabisz,2022,False,866,41,1
978-1-116-47640-8,3,Swój europejski powstawać wybrać służba,,Aurelia Kielan,2013,False,385,45,10
978-0-302-81300-3,3,Chiny obrona określenie 60 polityk,2,Krystyna Szalast,2011,False,116,8,1
978-0-223-20703-5,3,Ramię łąka przyjemność bezpośrednio,1,Liwia Częścik,1953,False,103,10,4
978-1-4433-6146-0,2,Projekt spodnie walczyć szczególny umowa,,Marcelina Barszczak,1961,False,362,38,1
978-0-265-82757-4,2,Kraków zamknąć klasa zmęczony Afganistan słuchać zrobić,2,Jakub Pruchnik,1976,True,764,17,6
978-0-484-32070-2,1,Również patrzeć wujek,5,Oskar Barłóg,1997,False,340,24,10
978-0-12-665260-4,1,Ocean ogół mięso żaden materiał wisieć wczesny pieniądz majątek,1,Radosław Osiadacz,1996,False,696,17,5
978-0-87676-416-9,1,Siódmy spotkać drugi mama twarz,2,pan Ignacy Kurda,1982,False,423,35,6
978-0-02-416512-1,3,Ryba jutro środa pieniądz,2,pani Dagmara Romankiewicz,1988,False,663,2,6
978-0-7288-9430-3,3,Turecki klasa wiedza dół szczęście,,Stefan Kohnke,1980,True,741,16,7
978-1-162-20021-7,2,Czyli deszcz świątynia kara przed półwysep pomagać,,Nataniel Bogusiewicz,2025,True,439,28,1
978-1-4850-0437-0,1,Archipelag ich posługiwać się,,Sara Tylus,1968,True,918,20,9
978-1-890833-90-9,1,Pieniądz,,Kornelia Boruń,1972,True,638,42,1
978-1-143-92719-5,3,Lud bohater składnik moment,,pani Olga Ufnal,2012,False,960,20,3
978-1-08-375752-4,3,Kolejny leczenie powstawać raz książka,5,Cezary Szarpak,1982,False,255,3,9
978-0-672-55923-5,2,Literacki u minerał region igła też,,pani Róża Oskroba,1999,True,257,34,6
978-1-318-65181-8,2,Numer układ okresowy klasa grzech granica,5,Gabriel Sprycha,1997,False,602,44,7
978-1-322-22381-0,3,Obszar wywołać wartość tłuszcz,2,pani Nicole Kumorek,1973,True,665,41,8
978-1-957481-42-5,2,Fala abugida wina sok,2,Janina Joszko,1978,False,302,47,6
978-1-80339-618-7,1,Gleba projekt reguła tamten noga,4,Łukasz Żołnierczyk,1976,True,795,7,1
978-0-18-719949-0,1,Skład dodawać przepis,,Oliwier Flasza,1958,False,212,23,7
978-1-166-05962-0,2,Żeński słoń lot,3,pan Nataniel Matus,2024,True,452,8,8
978-0-943703-56-5,1,MIn trwać reguła,,pan Ryszard Księżyk,2017,False,469,21,5
978-0-8407-3903-2,2,Okręt rozumieć z powodu 6,2,Natan Stupak,1964,False,788,42,6
978-1-911634-85-0,1,Coś zachowywać się tracić obejmować policjant powinien zmienić pozbawić,,Aurelia Lejman,1987,False,936,13,3
978-0-05-020077-3,3,Choroba użyć zamieszkiwać różny pogląd,3,Monika Kłoczko,2022,True,648,25,1
978-0-457-62444-8,3,Przyszły rozmawiać biblioteka osobisty,3,Józef Kijas,1952,False,700,44,10
978-0-04-374344-7,1,Przybyć wybuch turecki,2,pan Kornel Jakóbiak,1978,False,233,26,8
978-0-07-928090-9,3,Rzucać powinien słoneczny myśleć próba urządzenie żołądek,3,Eliza Cholewka,2020,True,,11,6
978-1-259-45803-3,3,Masło brać latać otworzyć prezent świat specjalista,,pan Iwo Samoraj,2011,False,,12,6
978-0-7154-1377-7,2,Zero liść wątpliwość,4,Igor Starostka,1982,True,919,4,5
978-0-900444-19-7,3,Poprzez późny zdrowy statek,5,Alex Kasznia,1981,True,908,8,10
978-1-9818-5286-4,3,Mówić zwyczaj wyrok żona wielki twój mama,1,Krzysztof Pernak,2004,False,968,47,5
978-1-00-885091-0,2,Wśród rzeczywistość zakład informacja powiedzieć,3,Bartek Janoszka,1998,False,761,2,3
978-0-16-175622-0,3,0 kolejowy ściana telewizja wierny polityka jedyny badanie bitwa,4,Konstanty Job,1963,True,709,3,9
978-0-319-26923-7,2,Trawa chiński wyglądać więzienie linia para,,Ewa Loska,1954,False,100,4,6
978-0-7512-1810-7,3,900 klasa statek odczuwać delikatny,,pan Maksymilian Grabias,1965,True,929,2,2
978-0-9806193-4-8,3,Dobro,1,Lidia Duszczak,1953,False,910,3,4
978-0-7357-6180-3,3,Robotnik Kościół stać się mapa bronić,2,Jerzy Trzyna,1996,False,545,2,10
978-1-55955-770-2,2,Odkryć zajmować się warstwa,2,Kamil Wudarczyk,2007,True,700,26,8
978-1-4795-4408-0,3,Obóz Dania,4,Andrzej Hendzel,1998,True,997,44,2
978-1-60507-612-6,3,Międzynarodowy kapelusz zabawa postępowanie przecież,,Artur Sopata,2008,False,630,48,2
978-1-347-99301-9,1,Ryba owad Pan wybory zniszczyć stworzyć pieśń złożyć,,Ewa Strzępek,1976,False,850,28,5
978-1-894286-51-0,3,Ochrona śpiewać żydowski 50 postępować środa szacunek,3,Daniel Kluczek,1976,False,114,40,7
978-0-19-477466-6,3,Ja piasek wkrótce administracyjny wspaniały zachowanie planeta usługa,4,Marcin Gmurczyk,1984,True,186,35,4
978-0-8411-0237-8,1,Zachowywać Się dzielnica pojawiać się uciec daleki wierzyć,2,pan Rafał Golenia,2015,False,158,26,3
978-1-958586-19-8,1,Używać Chrystus gdy moc czterdzieści list amharski,5,Patryk Bojdo,1996,False,152,30,6
978-0-493-35337-1,1,Do wszystko,,pan Aleks Kubasiewicz,1960,False,,10,10
978-1-69139-276-6,3,Otrzymać pojemnik srebrny trzymać żyć,1,Kalina Kapałka,1970,False,239,4,1
978-1-04-314047-2,2,Trwały lata rosyjski czynić niemiecki Boże Narodzenie piękny przyszły płynąć my,2,Monika Dylak,2003,False,120,30,9
978-1-176-61353-9,2,Błoto radiowy wspomnienie wyglądać wyjść większość sprawiać,4,Róża Krzan,2016,False,628,14,6
978-0-19-071283-9,1,Organ przedstawiać,3,Ewelina Jereczek,2017,True,207,27,8
978-0-15-394693-6,1,Chleb w celu dolina oś serce osiemdziesiąt wodny dolny grudzień zajęcie podłoga,4,pani Sandra Bugla,2009,True,475,5,8
978-0-660-98049-2,1,Jechać grecki osobisty tyle grzech milion zysk,,Klara Kaczan,1991,False,973,28,2
978-0-9778973-5-3,1,Fabryka taki ani zabawka,3,Stanisław Kościesza,2002,False,,1,1
978-0-89081-839-8,3,Kolor brzeg żydowski,1,Tadeusz Drózd,2010,True,973,28,1
978-1-08-989824-5,2,7 opieka kij karta,2,pani Kornelia Kiepas,1997,False,220,34,2
978-1-67542-009-6,3,Tutaj mistrz sobota ogród złożony podnieść bank,2,Kaja Neska,1989,True,603,14,4
978-1-928032-61-8,3,Wschodni zając spór,,Adam Drej,2015,False,,23,3
978-1-4050-9514-3,1,Dziadek pójść,,Sonia Herba,1985,True,891,26,4
978-1-68686-874-0,3,Fala oddech sok ja,,Sebastian Ładniak,1964,True,584,13,7
978-0-234-45334-6,2,Zawodnik źle zachowywać się akt,,pani Natasza Kadela,1999,True,861,24,8
978-1-898533-18-4,3,Bok godność porządek pierwiastek lek pomagać historia za,3,pani Nicole Listwan,1990,False,714,23,10
978-1-4401-4658-9,2,Szczęście Szwajcaria pomiędzy zwykle,,Sonia Parda,1996,False,312,46,3
978-1-4079-9231-0,2,Wreszcie wschód posługiwać się samolot książę członek matematyka biec osioł,4,Kacper Hołota,2006,True,,45,9
978-1-7323301-3-9,2,Aktor wiosna,,Sara Buczma,2024,True,551,17,6
978-0-687-25874-1,1,Matematyka but koszt,,Ernest Wołkowicz,2011,True,962,7,10
978-0-940502-95-6,2,Popularny cecha za pomocą hotel szereg wspomnienie,,Dominik Maciuk,2008,False,205,1,10
978-1-07-812737-0,2,Długość dotyczyć bo ciekawy teraz,,Stanisław Sysło,2005,True,546,14,8
978-1-390-09810-5,1,Słyszeć 30 sąsiad charakterystyczny alkohol,5,Igor Paliga,1957,False,515,23,5
978-0-7140-2637-4,3,Państwowy układ zbiór mieszkanie tani,2,Jan Martyn,1968,True,,7,2
978-0-7635-6151-2,1,Wrogość całkiem jeśli promień cały czeski wchodzić dzisiejszy,1,Damian Maszczyk,1979,True,,29,10
978-0-17-804923-0,3,Kupować kot wtorek opłata zniszczyć,,pani Anna Maria Ruszel,1957,False,728,24,1
978-0-7431-2893-3,2,Dziać Się usuwać wyjść czyjś zakład liczny pierś zamiast działanie,,Olaf Morgała,1979,True,,39,6
978-1-187-88847-6,1,Czynić móc rynek porządek bycie o zupełnie,,Franciszek Ryndak,1952,True,206,15,10
978-0-569-93667-5,3,Czyn znajdować zakończenie stać jajko cierpieć prowincja lęk,1,pan Robert Tomaszczyk,1958,False,971,31,9
978-1-80479-041-0,3,Urodziny częściowo ozdobny ruch technika święty,1,Sebastian Stroka,1969,False,790,30,10
978-1-312-47504-5,3,Pałac masło chłop,5,Błażej Uliczka,1970,False,725,15,9
978-1-883605-18-6,3,Warstwa lotnisko kolorowy hasło gwałtowny mapa właściwość,2,Kacper Żołnierczyk,2017,True,185,39,5
978-0-08-361807-1,3,Kostka przemysł ocean tani znany pozbawić,4,Marcin Swaczyna,1976,True,464,6,6
978-0-595-08399-2,3,Cierpieć mi uchodzić smak,1,Sebastian Korda,2015,True,885,11,7
978-0-13-220023-3,1,Panować widok odbywać się związek gwiazda,1,Urszula Szyc,1971,True,439,17,9
978-0-468-73939-1,1,Żart krzesło sen,4,Janina Reichel,2008,True,116,8,2
978-1-04-583539-0,2,Wydarzenie zapach usuwać tylko członek przyjaźń o,4,Cyprian Styn,1971,True,952,48,1
978-1-125-22844-9,1,Cichy dokonywać r papieros gwałtowny,3,Alex Gros,1955,True,320,8,2
978-0-443-35495-3,3,Sędzia lud rzeka,3,Tola Pawlukiewicz,1973,False,747,28,1
978-0-04-983213-8,2,Chodzić przyjęcie kłaść miasto,,pan Franciszek Noszczyk,1966,True,,47,5
978-0-630-35142-0,2,Oddać terytorium mnóstwo piłka chłopiec węgiel sala,3,Kajetan Gumienny,1984,True,681,8,9
978-0-238-46637-3,1,Poziom pragnienie wioska pragnąć duch rano klimat,2,pan Kamil Kałwa,2005,False,632,33,1
978-1-354-68817-5,1,Policja historyczny waluta praktyka Chiny Piotr skład las nosić marka,3,Jan Szymków,1994,True,969,26,10
978-0-7504-1116-5,1,Mózg rolnik szpital chłop różny zwykle jutro sprawiać,4,Iwo Krzysztoszek,2005,True,130,36,6
978-0-250-74035-2,2,Zniszczyć ludzki butelka drapieżny wciąż,3,Wiktor Radko,1989,True,244,4,3
978-1-157-34470-4,3,Społeczeństwo partia kula wrócić wiedza dać,,pani Gaja Czura,2016,True,287,8,3
978-0-255-75222-0,3,Ziemia trzydzieści ogród długi prawdziwy spokojny,3,Eryk Staniewicz,2021,False,783,37,10
978-1-68597-486-2,1,Kino pomidor królowa uprawiać orzeł rzucić pan zatrzymać,4,pani Anita Parada,1984,True,265,40,3
978-0-231-51955-7,1,Suma Jan albo obszar,1,Roksana Kasiak,1961,True,217,36,4
978-1-86875-922-4,2,Sala pismo czwarty 900,5,Igor Stochmal,2000,False,,43,3
978-1-65107-686-6,1,Futro różnica wszyscy,5,Bruno Więcławek,1981,False,149,42,2
978-1-4050-8681-3,2,Walka dawny student tytoń do zachowanie samochód,1,Tymoteusz Winnik,1968,True,337,24,4
978-1-84690-210-9,3,Dobry literacki Bóg zwrot zmęczony —,1,Ewelina Cimoch,1997,False,255,3,3
978-0-203-35415-5,2,Narkotyk cukier zajmować pusty kupić pojedynczy pomysł dopływ policja,4,Sandra Danieluk,2016,False,213,15,7
978-0-396-62156-0,2,Mebel gospodarka,,Ryszard Dub,1961,True,978,26,3
978-0-446-85726-0,1,Dział spać lecieć Unia Europejska tamten bić,2,Róża Musiolik,1966,True,213,24,10
978-0-8189-6804-4,1,Dziewiąty wywołać francuski duński,,Janina Penar,2024,False,779,12,8
978-0-605-12343-4,3,Farba nazwa herbata ciemność,2,pan Oliwier Tadeusiak,2014,True,674,37,5
978-0-627-22586-4,1,Trzydzieści koniec przyjechać,,pani Bianka Grabara,1979,False,105,2,8
978-0-02-611352-6,3,Siła choć żydowski przyjemność,2,Albert Niedośpiał,1955,True,658,50,10
978-0-900072-06-2,3,Czechy wiersz pytać wojenny trzymać 20 oko,3,Cezary Zegadło,1957,True,688,22,8
978-0-671-33355-3,2,Określać wybuch wcześnie miły,4,Ksawery Kutek,1998,True,866,44,2
978-1-09-179205-0,3,Gość połączyć chęć związany majątek strach opłata,,pan Bartek Gosik,2024,False,433,24,10
978-0-7298-2591-7,3,Coraz zły drewniany dziecięcy,5,Marika Zach,1955,False,879,39,6
978-1-899534-74-6,2,Ubogi gleba szary wysłać linia,,Damian Księżak,1976,False,533,16,5
978-0-7098-6397-7,3,Rasa opisać,2,pani Ewa Rutowicz,1957,True,770,24,6
978-1-222-50567-2,3,Wtorek Jan Grecja rzadko 100 kupić,,Maks Łapacz,1989,True,739,8,5
978-0-472-92742-5,1,Kartka szwedzki czarny szczyt,5,Daniel Litwińczuk,1999,False,576,39,8
978-1-77354-793-0,2,Minerał hałas ja mąż przeciwny,,Kazimierz Grochowina,2016,False,198,7,5
978-0-393-44028-7,3,Obywatelka literacki pół smutek czterdzieści,1,pani Ada Bilewicz,1998,False,,38,4
978-0-8014-5883-5,3,Szwajcaria naród energia klient igła,,pani Liwia Jarmuż,1996,True,886,35,2
978-1-85673-561-2,3,Kilometr spowodować mieszkanie,1,Ida Hendzel,2014,False,363,7,9
978-1-62551-484-4,2,Dzisiaj rzeczownik klasztor zachodni życie mocz smutek,4,Angelika Słowiak,2014,True,734,36,4
978-1-60775-532-6,1,Blisko wiara,4,pani Elżbieta Gniewek,1967,True,,15,7
978-0-495-49727-1,1,Odnosić Się biedny wizyta herbata rola nowy,,Wiktor Adamów,1971,True,987,33,8
978-1-07-272627-2,3,Łóżko chłopiec sukienka jedyny dawno kontrola powiedzieć uśmiech pojechać pieniądze,4,Ryszard Kutek,1951,True,797,16,10
978-1-08-814437-4,3,Lekcja wybory motyl serce,1,Ada Grys,2019,False,245,11,8
978-1-4785-4036-6,3,Pierwszy gorący finansowy oglądać zawartość otwarty,,pan Krzysztof Ulrych,2018,True,657,29,10
978-0-620-29721-9,3,Wiedzieć silnik wola poduszka powiedzieć,,Arkadiusz Pasiak,1985,False,,19,4
978-1-84660-316-7,3,Dzięki,3,Ignacy Kmak,1961,False,696,46,1
978-1-389-73967-5,2,Zgadzać Się zdjęcie wysoko padać wydawać się most,2,Szymon Liśkiewicz,1988,True,,26,6
978-0-87287-188-5,2,Patrzeć znaleźć tytuł ciągnąć powód część dokonywać rezultat,,Kaja Kwapisiewicz,1952,False,357,48,6
978-0-11-587329-4,2,Ściana posiadać napój wstyd Słowacja,3,pani Agnieszka Klekot,1984,True,268,18,9
978-0-7295-5714-6,3,Chcieć rachunek nazywać komputer plaża wielkość,5,Ksawery Kulma,1977,True,378,20,10
978-1-896753-33-1,3,Kształt układ polegać brzydki,1,Agnieszka Chalimoniuk,2015,True,,32,5
978-0-232-26900-0,1,Służba robota zostać,,Paweł Magier,1952,True,816,6,6
978-0-02-599601-4,1,Często jajo jazda,,Wiktor Fedorczyk,2014,False,841,18,1
978-1-4904-4213-6,2,Wola część,,Arkadiusz Korniak,1999,False,542,39,2
978-0-534-09752-3,2,Modlitwa tarcza sportowy ocena wschód dokonywać,4,Dawid Halik,1953,True,744,6,6
978-0-921027-96-6,2,Krowa specjalny zboże,,Artur Duras,1998,False,388,3,4
978-0-17-362664-1,3,Spodnie zaś szlachetny,4,pani Krystyna Drobny,2004,False,768,29,5
978-0-914448-22-8,1,Ze ryzyko np niewolnik interes,3,Kornelia Chudoba,2018,True,,22,2
978-1-83528-276-2,2,Minuta postać rachunek wspomnienie mrówka pies,3,Jakub Makaruk,1979,False,,12,4
978-1-4795-3629-0,1,Itp gwiazdozbiór zrobić,3,Błażej Thomas,1994,False,274,48,6
978-1-315-28236-7,3,Sól ser niedźwiedź ciekawy,3,Natan Bacia,2016,False,539,25,3
978-0-641-49710-0,2,Umrzeć 1 dwudziesty co jadalny morze,,pani Eliza Pietraś,1954,False,506,42,10
978-1-954239-42-5,3,Zacząć zadanie samolot,,Tomasz Hajdukiewicz,1950,False,528,46,4
978-1-246-33792-1,1,Lina lek złodziej program kolor znosić wieczór,4,Alan Głowiak,2019,True,461,5,9
978-1-4378-4293-7,1,W Czasie ziemski kartka decyzja iść,4,pan Iwo Oleszko,1977,False,,2,1
978-1-7394131-4-9,2,Farba głupiec dialekt urzędnik wczesny listopad opinia dar polityka,,Oskar Węgrzyniak,2005,False,890,6,6
978-0-478-79353-6,3,Badanie np szósty,4,Gabriel Trzpil,1998,False,393,26,8
978-1-84517-711-9,1,Stały akt niebieski Azja instytucja potem służba sąd postępować,,pan Olgierd Tlałka,1957,False,240,11,9
978-0-8383-1607-8,1,Czyli wiedza bez literacki,,Józef Zastawny,1989,True,337,9,6
978-0-938982-69-2,1,Czekać jej czysty letni dwudziesty,,Mikołaj Bełza,2001,False,950,19,8
978-1-09-008404-0,3,Ozdoba rynek stały poduszka przeciwny,5,Filip Golonko,1960,False,516,24,8
978-1-4314-3889-1,1,List odbywać się zazwyczaj Indie,,pan Ernest Kilar,1963,True,507,1,4
978-0-386-52233-4,3,Miłość sukces głównie,4,pan Radosław Lipok,1999,True,611,29,10
978-0-8485-1973-5,2,Również pójść pierś,2,Franciszek Lenda,2017,True,491,49,2
978-1-01-001645-8,1,Sądzić aktor dziedzina cześć,,pani Urszula Dulik,2015,True,,49,8
978-1-130-33607-8,3,Pół orzeł odcinek żołnierz pierwiastek chemiczny zgodny południe pochodzenie uśmiech,5,Kornel Basaj,1966,False,882,34,5
978-1-385-48611-5,3,Zabawa produkować idea,4,Monika Cąkała,1995,False,829,49,1
978-0-05-175378-0,3,Butelka dziki,3,Józef Gemza,1958,False,990,25,3
978-1-66114-814-0,1,Oba warunek pewny,4,Przemysław Pośnik,1969,True,,33,8
978-1-922638-77-9,1,Maszyna by reakcja słowo jeździć naprawdę filmowy,,Konrad Wojewódka,1991,True,626,4,9
978-0-450-15448-5,2,Muzyk las wciąż interes uchodzić chcieć zwierzę opisać całość,2,Ignacy Hanas,1955,False,277,10,7
978-0-9614442-9-7,3,Uwaga przeciwnik znajdować cienki tytuł,5,Angelika Rut,1967,True,756,41,4
978-1-4360-4503-2,2,Oko wiatr dokonywać dzielić społeczny,1,Maciej Szram,2024,True,578,30,2
978-0-904922-52-3,2,Szkodliwy uczyć jezioro ktoś pieniądze ten,5,Mieszko Grabas,1969,False,124,43,6
978-1-5158-4242-2,2,Wzór dodatek park,,Lidia Hołubowicz,1975,False,258,42,9
978-0-444-00965-4,2,Zwykle styl,5,Kamila Czopik,2006,False,571,21,5
